FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Strategy,Label
9296,352.52814386067064,14280,2.2130202447989165,7121.60080350621,84.38957757629913,159.2972972972973,232.0,54,-0.861512816983928,1.247752392181927,0.5297615151515892,2004319.6278921051,1415.7399577224996,454.94510204081627,2501.1580000000004,454.94510204081627,-1.445331034697559,0.0,3.111891855453742,3559361.9494999736,1886.6271357902106,891.6923999999998,2512.9674999999997,891.6923999999998,-0.8593510976508202,0.0,2.115782455685498,naive,Adversarial
6133,244.3210978350188,10081,1.597263868910324,7168.16838732645,84.6650363924002,152.96226415094338,229.5,54,-0.9040064129119406,1.1688681463633988,0.5535027665928056,2696275.6266108695,1642.0339906989957,632.0332095238094,2501.2405000000003,632.0332095238094,-1.1383487193705117,0.0,2.5980185312312143,4545305.480944546,2131.972204543142,1228.953462962963,2513.8120000000004,1228.953462962963,-0.6026619551129493,0.0,1.7347867667839094,naive,Adversarial
11257,438.0148630794488,18216,2.6156351882055775,8365.987054493806,91.46576985131544,167.46022727272728,249.5,54,-0.8969450851366326,1.2404665423570482,0.5461939908979536,1709774.7351671539,1307.5835480638145,384.5009771428571,2501.8824999999997,384.5009771428571,-1.6193087822118941,0.0,3.400728803803782,3101890.356630433,1761.218429562453,756.0412471910113,2524.2635,756.0412471910113,-1.0039766920036557,0.0,2.329526908887231,naive,Adversarial
6998,241.71714654582277,9032,1.5983791349879732,6033.118547525811,77.67315203804858,151.2264150943396,236.5,54,-1.09785147978533,1.2517377310175464,0.5136215917641116,2697026.803846166,1642.262708535442,631.5922095238094,2502.358,631.5922095238094,-1.1391391771560027,0.0,2.600194688549167,4544740.121199074,2131.83960963274,1228.095962962963,2519.275,1228.095962962963,-0.6056642494126786,0.0,1.7358900883344865,naive,Adversarial
11885,423.0392088707811,16503,2.503543296121292,7944.297052154195,89.13078621976918,168.97619047619048,237.5,54,-0.7688006852546102,1.2899716848834306,0.5274754151343034,1784963.35779414,1336.0252085174666,401.8256946107785,2500.6724999999997,401.8256946107785,-1.5709634758438846,0.0,3.3248874485447213,3223037.7450339543,1795.282079516741,789.4693058823531,2513.1085,789.4693058823531,-0.960093800179112,0.0,2.274036578924324,naive,Adversarial
8854,318.8329797459532,12460,1.854897695810181,8958.842091571281,94.65116001175728,171.88709677419354,225.0,54,-0.5611437114838085,1.2454902481734451,0.550658902195253,2347454.4130478776,1532.1404677926491,543.496325203252,2501.4004999999997,543.496325203252,-1.277888167536112,0.0,2.8190447602692688,4058427.5746820797,2014.5539393826316,1061.1118730158732,2512.5965,1061.1118730158732,-0.7204992621980724,0.0,1.898531145123279,naive,Adversarial
11185,445.5005313327445,18875,2.726949360120592,7499.580812854441,86.60012016651271,163.3695652173913,229.5,54,-0.7636298270105282,1.262926252363566,0.530087229226241,1640401.9795262893,1280.7817845075285,368.7140273224044,2501.0915,368.7140273224044,-1.6649030291259552,0.0,3.4736453988612057,2986284.39688388,1728.086918208653,725.5340537634409,2515.111,725.5340537634409,-1.035582717153262,0.0,2.381813657460262,naive,Adversarial
8517,311.3825449535847,12229,1.9211879761910176,7830.197021484374,88.48840049116254,162.078125,211.0,54,-0.5528620104771024,1.2213818353465722,0.5459614028149485,2284319.388455947,1511.3965027271788,524.6097874015747,2501.424,524.6097874015747,-1.3079388559058687,0.0,2.880991813382552,3979468.2991215657,1994.86047109104,1025.0068153846157,2520.0170000000003,1025.0068153846157,-0.7494309533322779,0.0,1.9461923971115818,naive,Adversarial
13585,508.6821058283689,20929,3.183500459492602,7752.954646776406,88.05086397518428,159.78703703703704,252.5,54,-1.0529477937665628,1.2014309940859862,0.5510513594054812,1412376.944053994,1188.434661247304,315.5806558139535,2500.8754999999996,315.5806558139535,-1.8388010005452582,0.0,3.7658666313950633,2611647.032890019,1616.0591056301187,622.4756055045872,2515.065,622.4756055045872,-1.1711139697185153,0.0,2.5961806235242313,naive,Adversarial
10152,395.6522489242616,16519,2.5515423799247494,6936.118002974581,83.28335970033018,155.0639534883721,211.0,54,-0.6716353268194882,1.2134951549842188,0.5370903928748233,1745620.5792416683,1321.2193531891926,394.2117368421052,2501.227,394.2117368421052,-1.5947505295546371,0.0,3.3515474799651463,3160144.3470077575,1777.679483767464,774.8299655172416,2516.8925,774.8299655172416,-0.9799643582485398,0.0,2.294283343286125,naive,Adversarial
7097,274.7391276925041,11150,1.776687513986709,7399.604495834528,86.02095381844198,154.635593220339,236.5,54,-0.9516798308409185,1.1698962723846698,0.5562817203107641,2456116.8943556165,1567.2003363819242,567.6558205128204,2501.9325,567.6558205128204,-1.234224262579896,0.0,2.7608284452423204,4216853.941561459,2053.497977004472,1106.92885,2516.7549999999997,1106.92885,-0.6865485945381299,0.0,1.8551309571546688,naive,Adversarial
10978,414.91694402556743,17003,2.5505062139450914,8207.77565575987,90.59677508476706,162.68023255813952,216.5,54,-0.5940583137855607,1.1996037657549403,0.5569009440150156,1745639.5414765668,1321.2265292055586,394.3718888888889,2502.3515,394.3718888888889,-1.595471756366431,0.0,3.350204632801435,3158834.0858293152,1777.3109142266908,775.1447471264369,2517.1785,775.1447471264369,-0.9801513842785031,0.0,2.2928761638560053,naive,Adversarial
12269,466.08655197425014,19277,2.8958652186316183,7415.323927530197,86.1122751268958,160.94897959183675,229.0,54,-0.7902592319979053,1.241971361608944,0.5350284005822199,1546532.6209127295,1243.5966471942297,347.0908102564103,2500.6195,347.0908102564103,-1.7316938692305042,0.0,3.5829143568276867,2833510.521405699,1683.303454937849,683.6637171717173,2512.8140000000003,683.6637171717173,-1.0866432178116883,0.0,2.462180473609349,naive,Adversarial
7522,265.2966276054957,10106,1.5952713028240608,7560.606977572089,86.95175085972731,166.30188679245282,203.0,54,-0.4220514577829194,1.2915425587269591,0.5228548667503786,2695241.153983638,1641.7189631552772,632.8226476190476,2500.81,632.8226476190476,-1.1378240699551063,0.0,2.594279723283513,4536313.486305546,2129.862316279047,1230.4884814814816,2513.9695,1230.4884814814816,-0.6026122011305444,0.0,1.7309079673082415,naive,Adversarial
14724,512.4864108392314,20192,3.0823160234917686,8092.824126984129,89.96012520547161,166.26666666666668,213.5,54,-0.5250474387949764,1.247960320297446,0.5410592935340651,1449218.6271962598,1203.8349667609177,325.9836698564592,2501.362,325.9836698564592,-1.8070403254649483,0.0,3.692930284781784,2673943.68993384,1635.2197680843515,642.7413867924529,2516.2255,642.7413867924529,-1.1457078429287673,0.0,2.5441333041306624,naive,Adversarial
12974,468.9863133263865,18831,2.890153039206784,7484.340144731362,86.51208091781957,162.2704081632653,239.0,54,-0.8869234333726814,1.2515062291110892,0.5331352887844095,1546251.4980055904,1243.4836138870469,347.7768102564103,2502.1755,347.7768102564103,-1.7325509284415503,0.0,3.575521935941246,2833104.5898689753,1683.1828747551394,685.0149292929295,2515.786,685.0149292929295,-1.087683993322659,0.0,2.4571477244883684,naive,Adversarial
10547,423.7491201178253,18031,2.609694350225252,8310.154829545452,91.16005062276706,162.375,249.5,54,-0.9557366346754194,1.1888431309377168,0.5614167859720133,1709107.5814235015,1307.3284137597184,385.3762742857142,2501.743,385.3762742857142,-1.6188485643222976,0.0,3.392342759500253,3099007.8662088993,1760.3999165555817,757.7623370786517,2514.681,757.7623370786517,-0.9980224643261498,0.0,2.3231557315714655,naive,Adversarial
11080,394.9649514370813,15458,2.440811366179868,7111.588488994646,84.33023472631062,161.8170731707317,211.0,54,-0.5832181896363232,1.278510293720489,0.521145470458568,1824438.7003120969,1350.7178462995507,412.2133251533743,2501.7,412.2133251533743,-1.546945337673202,0.0,3.2767447432557053,3283172.696623944,1811.9527302399322,809.5273734939758,2518.3905,809.5273734939758,-0.943105798504357,0.0,2.2382846949537747,naive,Adversarial
6175,249.169813808936,10388,1.5946386683419198,7781.642666429333,88.21361950645338,156.25471698113208,238.5,54,-0.9323422332978731,1.1591715378201017,0.5645501218151432,2694910.564750741,1641.6182761990501,633.0737047619049,2500.7785,633.0737047619049,-1.1377217361160115,0.0,2.593091868843075,4547390.641429784,2132.4611699699913,1230.9766481481483,2515.9495,1230.9766481481483,-0.6025773739501816,0.0,1.7323327564144146,naive,Adversarial
9980,361.0829345196495,14193,2.2406172249181906,8823.263155555553,93.93222639518108,161.15333333333334,247.5,54,-0.9192443315724196,1.1407515550774785,0.5828748586931589,1979761.4433804515,1407.0399579899824,449.300932885906,2501.1965,449.300932885906,-1.4583065359734753,0.0,3.131620379573416,3522561.6728828973,1876.8488678854505,880.8663026315791,2513.8975,880.8663026315791,-0.8700920065063116,0.0,2.1306852836534365,naive,Adversarial
9370,349.75620519070515,14059,2.298965196951154,7614.572314049588,87.26151679892797,152.13636363636363,285.5,54,-1.528321317968959,1.124623628321398,0.5735743560095001,1933065.6913191143,1390.347327583692,437.8213071895425,2502.4739999999997,437.8213071895425,-1.4849905860553325,0.0,3.1756045326012523,3454628.7806848637,1858.663170314854,858.8033333333331,2515.9695,858.8033333333331,-0.8915903608210275,0.0,2.1642477365551565,naive,Adversarial
5993,238.30794753914444,9814,1.5980668336274633,7951.937789248844,89.17363842105381,149.12264150943398,246.5,54,-1.0919971441524507,1.0667125755172606,0.5979885919256226,2696717.5182318883,1642.168541359835,631.715638095238,2501.491,631.715638095238,-1.1386013766621748,0.0,2.5995375804036387,4549035.491266145,2132.846804453181,1228.335962962963,2517.164,1228.335962962963,-0.6042759537841549,0.0,1.7363708861105407,naive,Adversarial
9873,355.5878855050995,13894,2.06467489374779,8020.188668346987,89.55550607498674,172.2246376811594,216.5,54,-0.4943901749745403,1.3201269565809528,0.5199924196691385,2134796.4503503535,1461.0942647038053,487.8730656934307,2501.8804999999998,487.8730656934307,-1.3784240229794293,0.0,2.9948246120619655,3753203.891235833,1937.318737646398,954.8372857142856,2512.9359999999997,954.8372857142856,-0.8042552234733489,0.0,2.028951703739887,naive,Adversarial
8133,308.18361199373135,12438,2.0374785489838834,6626.191122404845,81.40141965841164,151.25735294117646,230.0,54,-0.9673375155898685,1.1947869379687355,0.5381650417320886,2163346.8873690646,1470.832039142833,494.4382888888889,2501.0530000000003,494.4382888888889,-1.3642718255438302,0.0,2.974753517663731,3802449.12809596,1949.986955878413,967.3792608695652,2512.369,967.3792608695652,-0.792307730301544,0.0,2.0157419481203043,naive,Adversarial
8081,287.50097199377245,11023,1.8360091385699455,7692.782854071487,87.7085107277024,156.59016393442624,220.5,54,-0.7286617402871876,1.1696717123809726,0.5601150705983752,2385002.451494125,1544.3453148483745,549.1609173553719,2502.3244999999997,549.1609173553719,-1.2647194664718666,0.0,2.812190864351311,4124972.4349333784,2031.0028150973544,1071.7495322580648,2517.195,1071.7495322580648,-0.7116905289330864,0.0,1.895034944233983,naive,Adversarial
8416,354.5747275138727,15387,2.383395219183281,7736.1527734375,87.955402184502,148.76875,219.0,54,-0.7984870542900712,1.0774636650529814,0.5912222975854189,1866115.097566912,1366.0582335928846,422.208327044025,2500.5660000000003,422.208327044025,-1.5214268483182762,0.0,3.235507558919381,3351758.2098787073,1830.7807651050705,828.7793086419755,2519.3360000000002,828.7793086419755,-0.923407501094255,0.0,2.209008774727677,naive,Adversarial
8218,309.45977251252253,12386,1.8624059304772276,8171.167533818935,90.39451052922924,166.16129032258064,241.5,54,-0.8334434163701234,1.240797584551025,0.5440166620829435,2349927.9446205385,1532.947469622015,541.3052357723577,2502.4985,541.3052357723577,-1.2793610368853294,0.0,2.83194650321811,4067944.297470191,2016.9145488766228,1056.834031746032,2516.945,1056.834031746032,-0.7239329842042609,0.0,1.908449660295761,naive,Adversarial
9944,398.3039972288164,16783,2.4738453077406186,8317.536108288576,91.20052690795474,161.00602409638554,264.5,54,-1.1347958110695153,1.1733048889422468,0.5664417056394828,1804848.6288612792,1343.4465485687472,406.6788666666666,2502.3555,406.6788666666666,-1.5599255776602512,0.0,3.303457982896851,3252796.5626020855,1803.5510978627929,798.8334880952382,2520.6659999999997,798.8334880952382,-0.9546901742590922,0.0,2.257730959878729,naive,Adversarial
